Boy0,17,24,2537,31,Generous,single
Boy1,1,34,923,0,Generous,single
Boy2,20,19,2148,6,Miser,single
Boy3,57,20,236,19,Generous,single
Boy4,74,41,667,3,Generous,single
Boy5,96,29,4707,38,Miser,single
Boy6,55,8,76,16,Geek,single
Boy7,78,17,2797,5,Geek,single
Boy8,45,42,512,10,Geek,single
Boy9,91,29,4081,31,Miser,single
Boy10,20,26,3151,31,Miser,single
Boy11,19,16,3192,18,Generous,single
Boy12,61,19,2766,33,Generous,single
Boy13,62,21,1610,34,Geek,single
Boy14,39,48,3222,34,Geek,single
Boy15,6,26,3669,34,Generous,single
Boy16,56,1,3838,16,Miser,single
Boy17,16,2,4596,12,Generous,single
Boy18,62,18,794,33,Geek,single
Boy19,3,40,2763,24,Generous,single
Boy20,16,28,3304,17,Geek,single
Boy21,31,37,1742,24,Geek,single
Boy22,91,25,2666,4,Miser,single
Boy23,88,10,3696,9,Miser,single
Boy24,6,1,55,33,Generous,single
Boy25,34,13,2846,16,Generous,single
Boy26,61,8,1346,10,Miser,single
Boy27,97,29,3332,39,Geek,single
Boy28,78,15,1984,33,Geek,single
Boy29,64,7,615,17,Generous,single
Boy30,11,8,1095,3,Miser,single
Boy31,96,19,3426,5,Miser,single
Boy32,4,45,4821,17,Geek,single
Boy33,38,36,4853,4,Generous,single
Boy34,76,23,61,35,Generous,single
Boy35,50,42,2244,28,Generous,single
Boy36,0,40,999,10,Generous,single
Boy37,76,38,4454,24,Miser,single
Boy38,71,44,2770,26,Miser,single
Boy39,4,20,4298,27,Miser,single
Boy40,61,11,2208,23,Generous,single
Boy41,68,37,3630,36,Geek,single
Boy42,74,43,1724,12,Miser,single
Boy43,36,17,2791,35,Miser,single
