Girl0,83,8,4025,Normal,single
Girl1,99,15,3514,Desperate,single
Girl2,16,35,1960,Desperate,single
Girl3,40,49,2094,Choosy,single
Girl4,24,17,1474,Desperate,single
Girl5,58,15,4314,Normal,single
Girl6,13,20,2979,Choosy,single
Girl7,23,7,798,Choosy,single
Girl8,42,36,848,Choosy,single
Girl9,73,6,452,Desperate,single
Girl10,6,37,454,Normal,single
Girl11,68,19,1911,Normal,single
Girl12,15,34,680,Choosy,single
Girl13,43,45,4317,Desperate,single
Girl14,12,32,3248,Desperate,single
Girl15,83,39,903,Desperate,single
Girl16,13,33,2379,Desperate,single
Girl17,34,45,534,Normal,single
Girl18,17,16,648,Choosy,single
Girl19,30,8,4373,Choosy,single
Girl20,10,0,1390,Choosy,single
Girl21,32,15,507,Desperate,single
Girl22,27,26,2379,Choosy,single
Girl23,36,17,4671,Choosy,single
Girl24,59,49,3489,Desperate,single
Girl25,32,41,4868,Desperate,single
Girl26,68,2,1088,Normal,single
Girl27,71,26,1148,Choosy,single
Girl28,48,11,4512,Desperate,single
Girl29,69,25,447,Choosy,single
Girl30,55,2,1949,Desperate,single
Girl31,50,6,3691,Desperate,single
Girl32,96,39,2252,Choosy,single
Girl33,48,5,4858,Choosy,single
Girl34,75,47,2274,Normal,single
Girl35,6,27,2569,Desperate,single
Girl36,2,34,1585,Normal,single
