Boy0,17,0,3794,13,Miser,single
Boy1,52,17,514,35,Geek,single
Boy2,64,14,356,21,Miser,single
Boy3,41,25,4740,38,Miser,single
Boy4,0,15,1192,6,Geek,single
Boy5,22,43,3596,12,Miser,single
Boy6,4,47,2252,14,Geek,single
Boy7,62,34,4359,28,Geek,single
Boy8,61,17,2327,30,Generous,single
Boy9,11,34,2941,32,Miser,single
Boy10,65,33,2602,32,Miser,single
Boy11,11,25,3504,19,Geek,single
Boy12,27,20,2677,5,Geek,single
Boy13,20,14,1052,0,Generous,single
Boy14,36,12,1865,37,Miser,single
Boy15,93,46,4380,8,Generous,single
Boy16,87,5,2943,39,Miser,single
Boy17,35,36,2185,10,Miser,single
Boy18,3,32,368,14,Geek,single
Boy19,55,10,156,7,Miser,single
Boy20,89,25,2462,10,Geek,single
Boy21,36,13,4099,8,Geek,single
Boy22,54,8,1109,33,Miser,single
Boy23,22,9,3416,13,Miser,single
Boy24,10,37,2658,0,Geek,single
Boy25,31,15,1029,34,Miser,single
Boy26,81,23,2308,8,Geek,single
Boy27,80,9,414,12,Miser,single
Boy28,19,21,4195,34,Generous,single
Boy29,39,48,1109,22,Geek,single
Boy30,20,10,1734,0,Miser,single
Boy31,64,41,413,24,Generous,single
Boy32,99,5,1911,9,Geek,single
Boy33,4,27,1898,25,Generous,single
Boy34,78,28,4613,4,Generous,single
Boy35,41,10,4722,39,Generous,single
Boy36,20,48,4870,18,Miser,single
Boy37,42,2,3425,14,Geek,single
Boy38,54,14,4101,30,Generous,single
Boy39,64,28,3374,14,Geek,single
Boy40,40,37,50,20,Generous,single
Boy41,15,25,4756,20,Geek,single
Boy42,8,45,3022,26,Miser,single
Boy43,38,20,761,7,Geek,single
Boy44,51,25,1372,1,Generous,single
Boy45,18,25,151,21,Geek,single
Boy46,28,43,3245,7,Miser,single
Boy47,19,31,3223,39,Miser,single
Boy48,37,13,3712,39,Geek,single
Boy49,18,7,161,2,Geek,single
