Girl0,98,14,483,Choosy,single
Girl1,70,37,1932,Normal,single
Girl2,94,31,1289,Normal,single
Girl3,32,15,2119,Desperate,single
Girl4,39,21,487,Choosy,single
Girl5,92,13,2693,Desperate,single
Girl6,21,19,251,Desperate,single
Girl7,67,23,2869,Desperate,single
Girl8,70,27,4177,Desperate,single
Girl9,83,39,1837,Normal,single
Girl10,61,31,4436,Normal,single
Girl11,9,39,2038,Choosy,single
Girl12,53,1,4771,Normal,single
Girl13,25,29,4284,Normal,single
Girl14,49,44,4759,Desperate,single
Girl15,42,5,4349,Choosy,single
Girl16,24,26,3105,Normal,single
Girl17,44,39,4943,Desperate,single
Girl18,44,9,510,Normal,single
Girl19,96,35,1307,Choosy,single
Girl20,8,7,2476,Normal,single
Girl21,28,35,3366,Choosy,single
Girl22,79,35,764,Desperate,single
Girl23,77,48,4093,Normal,single
Girl24,92,12,4735,Desperate,single
Girl25,86,18,2790,Desperate,single
Girl26,26,38,1459,Desperate,single
Girl27,48,28,187,Normal,single
Girl28,79,26,4237,Choosy,single
Girl29,30,7,4223,Normal,single
Girl30,34,6,4374,Choosy,single
Girl31,36,10,3080,Desperate,single
Girl32,14,28,4537,Choosy,single
Girl33,45,13,3573,Desperate,single
Girl34,23,44,2840,Normal,single
Girl35,70,29,136,Normal,single
Girl36,54,33,4387,Choosy,single
Girl37,7,0,1731,Normal,single
Girl38,70,40,882,Normal,single
Girl39,6,2,2748,Normal,single
Girl40,31,40,952,Normal,single
Girl41,9,43,2538,Desperate,single
Girl42,91,40,2464,Desperate,single
Girl43,2,45,2063,Choosy,single
Girl44,37,12,4161,Normal,single
Girl45,26,2,4205,Choosy,single
Girl46,76,1,2044,Choosy,single
Girl47,0,28,1347,Desperate,single
Girl48,46,20,194,Desperate,single
Girl49,41,8,1984,Desperate,single
Girl50,18,22,2240,Normal,single
Girl51,84,31,2132,Normal,single
