Boy3 gave Essential gift to Girl0 on 10.04.2017 at 07.35.42
Boy0 gave Essential gift to Girl1 on 10.04.2017 at 07.35.42
Boy1 gave Utility gift to Girl2 on 10.04.2017 at 07.35.42
Boy8 gave Utility gift to Girl3 on 10.04.2017 at 07.35.42
Boy5 gave Luxury gift to Girl4 on 10.04.2017 at 07.35.42
Boy30 gave Essential gift to Girl5 on 10.04.2017 at 07.35.42
Boy6 gave Utility gift to Girl6 on 10.04.2017 at 07.35.42
Boy15 gave Essential gift to Girl7 on 10.04.2017 at 07.35.42
Boy24 gave Luxury gift to Girl8 on 10.04.2017 at 07.35.42
Boy2 gave Essential gift to Girl9 on 10.04.2017 at 07.35.42
Boy4 gave Essential gift to Girl11 on 10.04.2017 at 07.35.42
Boy22 gave Utility gift to Girl16 on 10.04.2017 at 07.35.42
Boy14 gave Luxury gift to Girl18 on 10.04.2017 at 07.35.42
Boy10 gave Luxury gift to Girl19 on 10.04.2017 at 07.35.42
Boy17 gave Luxury gift to Girl20 on 10.04.2017 at 07.35.42
Boy12 gave Essential gift to Girl21 on 10.04.2017 at 07.35.42
Boy7 gave Luxury gift to Girl22 on 10.04.2017 at 07.35.42
Boy32 gave Luxury gift to Girl23 on 10.04.2017 at 07.35.42
Boy36 gave Essential gift to Girl25 on 10.04.2017 at 07.35.42
Boy13 gave Luxury gift to Girl26 on 10.04.2017 at 07.35.42
Boy9 gave Utility gift to Girl27 on 10.04.2017 at 07.35.42
Boy37 gave Luxury gift to Girl31 on 10.04.2017 at 07.35.42
Boy23 gave Utility gift to Girl34 on 10.04.2017 at 07.35.42
Boy11 gave Luxury gift to Girl35 on 10.04.2017 at 07.35.42
Boy16 gave Luxury gift to Girl38 on 10.04.2017 at 07.35.42
Boy18 gave Essential gift to Girl40 on 10.04.2017 at 07.35.42
Boy19 gave Essential gift to Girl41 on 10.04.2017 at 07.35.42
Boy20 gave Essential gift to Girl42 on 10.04.2017 at 07.35.42
Boy27 gave Utility gift to Girl43 on 10.04.2017 at 07.35.42
Boy29 gave Essential gift to Girl47 on 10.04.2017 at 07.35.42
Boy21 gave Utility gift to Girl48 on 10.04.2017 at 07.35.42
