Boy0,36,17,4422,26,Generous,single
Boy1,87,36,4380,28,Generous,single
Boy2,70,13,4726,38,Generous,single
Boy3,73,11,788,4,Generous,single
Boy4,25,9,4856,32,Geek,single
Boy5,85,18,4785,18,Geek,single
Boy6,67,42,693,3,Generous,single
Boy7,85,39,1187,35,Generous,single
Boy8,66,19,4177,14,Generous,single
Boy9,97,27,243,13,Generous,single
Boy10,19,31,1635,27,Miser,single
Boy11,91,32,412,15,Generous,single
Boy12,36,18,3961,29,Geek,single
Boy13,9,12,2776,21,Geek,single
Boy14,2,39,795,0,Geek,single
Boy15,16,42,3227,21,Miser,single
Boy16,44,1,1488,11,Generous,single
Boy17,56,23,2477,6,Generous,single
Boy18,87,12,1280,2,Generous,single
Boy19,83,18,2675,38,Geek,single
Boy20,10,32,2713,37,Miser,single
Boy21,91,0,787,1,Geek,single
Boy22,52,46,3699,26,Generous,single
Boy23,19,24,3797,24,Miser,single
Boy24,25,47,4898,21,Generous,single
Boy25,95,2,1058,22,Geek,single
Boy26,31,11,807,34,Geek,single
Boy27,81,39,2530,12,Miser,single
Boy28,16,48,593,27,Geek,single
Boy29,66,15,1940,12,Generous,single
Boy30,0,7,4937,3,Geek,single
Boy31,65,5,181,33,Geek,single
Boy32,86,29,4120,18,Generous,single
Boy33,84,31,423,25,Miser,single
Boy34,71,13,1028,35,Miser,single
Boy35,92,49,80,6,Geek,single
Boy36,67,48,3546,18,Miser,single
Boy37,10,37,3352,6,Miser,single
Boy38,30,24,561,24,Generous,single
Boy39,47,22,408,22,Miser,single
Boy40,50,19,631,13,Generous,single
Boy41,87,10,3217,35,Generous,single
