Boy0,76,34,412,28,Geek,single
Boy1,83,32,2679,25,Miser,single
Boy2,21,9,4730,9,Miser,single
Boy3,6,29,449,12,Miser,single
Boy4,6,10,4892,5,Miser,single
Boy5,48,4,2650,0,Generous,single
Boy6,65,24,3020,9,Geek,single
Boy7,71,44,1844,10,Geek,single
Boy8,59,46,3745,15,Miser,single
Boy9,83,34,4748,24,Generous,single
Boy10,63,21,1424,32,Generous,single
Boy11,96,45,2914,1,Geek,single
Boy12,76,26,2674,10,Generous,single
Boy13,36,19,3736,15,Geek,single
Boy14,20,6,3949,15,Miser,single
Boy15,58,44,1405,11,Miser,single
Boy16,13,38,3476,14,Miser,single
Boy17,94,16,4831,25,Generous,single
Boy18,3,24,4238,32,Geek,single
Boy19,27,19,146,13,Generous,single
Boy20,56,10,2145,37,Miser,single
Boy21,21,43,88,12,Geek,single
Boy22,76,31,3244,13,Geek,single
Boy23,12,1,1368,39,Geek,single
Boy24,99,43,3281,11,Generous,single
Boy25,41,36,4253,38,Generous,single
Boy26,98,32,2687,23,Geek,single
Boy27,42,19,2866,5,Geek,single
Boy28,43,10,871,24,Miser,single
Boy29,57,6,177,28,Generous,single
Boy30,41,33,2263,34,Generous,single
Boy31,76,3,1381,9,Generous,single
Boy32,29,6,4851,15,Generous,single
Boy33,20,43,845,10,Generous,single
Boy34,12,7,2481,22,Miser,single
Boy35,48,42,3051,10,Geek,single
Boy36,2,12,3567,23,Miser,single
Boy37,94,14,3963,18,Generous,single
Boy38,83,37,967,34,Miser,single
Boy39,99,48,2345,29,Generous,single
