Girl0,0,15,1579,Desperate,single
Girl1,92,12,1272,Normal,single
Girl2,3,28,2594,Desperate,single
Girl3,24,13,3990,Normal,single
Girl4,72,48,911,Desperate,single
Girl5,11,43,704,Desperate,single
Girl6,17,42,2230,Normal,single
Girl7,64,0,2032,Choosy,single
Girl8,46,28,884,Desperate,single
Girl9,43,42,2215,Choosy,single
Girl10,31,17,2784,Choosy,single
Girl11,26,12,1545,Choosy,single
Girl12,76,9,1251,Choosy,single
Girl13,4,18,3046,Normal,single
Girl14,52,36,4858,Choosy,single
Girl15,8,13,2196,Desperate,single
Girl16,96,35,4216,Desperate,single
Girl17,28,23,160,Choosy,single
Girl18,7,38,3318,Desperate,single
Girl19,16,26,28,Normal,single
Girl20,58,16,149,Desperate,single
Girl21,69,42,2831,Desperate,single
Girl22,2,15,800,Choosy,single
Girl23,12,30,2354,Desperate,single
Girl24,2,43,2701,Desperate,single
Girl25,3,37,2559,Normal,single
Girl26,48,32,1938,Desperate,single
Girl27,28,29,4690,Desperate,single
Girl28,25,23,2665,Choosy,single
Girl29,79,33,2481,Desperate,single
Girl30,23,27,4022,Choosy,single
Girl31,14,23,4582,Choosy,single
Girl32,8,41,461,Desperate,single
Girl33,68,20,3321,Desperate,single
Girl34,6,35,2983,Desperate,single
Girl35,24,18,1776,Normal,single
Girl36,42,49,4355,Desperate,single
Girl37,72,1,2160,Normal,single
Girl38,83,38,3702,Desperate,single
Girl39,65,34,3994,Desperate,single
Girl40,61,10,1118,Normal,single
Girl41,91,46,3969,Choosy,single
Girl42,48,36,3088,Desperate,single
Girl43,79,0,1057,Desperate,single
Girl44,52,46,767,Normal,single
Girl45,10,4,1871,Desperate,single
Girl46,49,8,1854,Choosy,single
Girl47,33,39,325,Normal,single
Girl48,86,35,3914,Choosy,single
Girl49,49,24,4492,Desperate,single
